Date,Total,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
03/30/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/29/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/28/16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03/27/16,7,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
03/26/16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0
03/25/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/24/16,8,0,2,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
03/23/16,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1
03/22/16,8,1,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
03/21/16,23,0,0,0,1,2,1,2,1,0,0,5,2,0,2,2,1,2,0,0,0,1,0,0,1
03/20/16,23,0,0,0,0,0,0,0,3,6,6,1,0,1,3,1,0,0,1,0,0,1,0,0,0
03/19/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/18/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/17/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/16/16,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03/15/16,24,0,2,2,0,1,1,0,0,2,4,1,2,0,2,4,1,1,0,1,0,0,0,0,0
03/14/16,21,0,5,1,2,1,1,4,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
03/13/16,75,3,2,2,1,0,2,8,10,17,13,7,2,0,0,1,2,1,0,0,1,1,2,0,0
03/12/16,59,1,0,0,5,10,0,1,1,1,0,0,6,2,6,2,1,8,1,0,3,0,6,4,1
03/11/16,26,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,1,0,8,3,1,1,3,2
03/10/16,28,10,0,0,0,0,0,0,1,1,0,0,0,3,10,0,0,0,0,3,0,0,0,0,0
03/09/16,81,0,0,0,0,0,0,3,2,1,7,6,8,2,5,9,20,6,4,2,0,1,2,0,3
03/08/16,17,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,1,0,2,2,1,0,0,0
03/07/16,12,1,2,0,0,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03/06/16,36,0,0,0,1,1,0,1,1,0,19,0,0,0,0,0,4,2,3,0,1,3,0,0,0
03/05/16,35,8,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,1,0,0,0,0
03/04/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/16,8,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
03/02/16,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,4,10,5,1,1
03/01/16,35,4,8,5,0,0,0,0,0,0,2,4,2,1,2,2,0,0,1,1,2,0,1,0,0
02/29/16,40,0,0,0,0,0,2,6,4,4,0,0,0,0,0,0,0,0,2,5,1,2,4,3,7
02/28/16,17,0,0,0,0,0,0,0,1,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
02/27/16,21,4,0,11,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/26/16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,2,6,4,6,6,1,0
02/25/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/24/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/23/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/22/16,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
02/21/16,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
02/20/16,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/19/16,52,2,2,1,5,0,2,2,0,0,0,2,1,0,0,0,4,0,7,0,7,0,5,5,7
02/18/16,52,0,0,0,0,0,0,0,0,0,0,4,3,14,12,2,4,9,3,0,0,0,0,0,1
02/17/16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3,10,5,1,0,0,0
02/16/16,20,0,0,2,6,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/15/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/14/16,27,0,2,7,4,2,2,3,2,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0
02/13/16,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7,6,7,9,5,0,0,0
02/12/16,32,0,0,0,0,0,0,0,0,0,12,18,0,1,1,0,0,0,0,0,0,0,0,0,0
02/11/16,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,10,1,0,0,0,0,0,0,0
02/10/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/08/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/07/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/06/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/05/16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0
02/04/16,85,7,2,0,5,6,6,5,14,19,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0
02/03/16,25,0,0,0,0,0,0,0,0,0,0,0,2,6,5,4,3,1,0,0,0,0,0,0,4
02/02/16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/01/16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0
01/31/16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0
01/30/16,30,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0
01/29/16,47,0,0,0,1,5,6,11,5,1,0,1,0,0,0,0,1,1,4,1,0,4,6,0,0
01/28/16,54,0,2,1,2,7,10,9,14,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
01/27/16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
01/26/16,9,0,0,0,0,0,0,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
01/25/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/24/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
01/23/16,25,0,8,11,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
01/22/16,42,12,9,6,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/21/16,32,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9
01/20/16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,7,1
01/19/16,73,0,1,0,0,0,0,4,8,5,3,3,1,5,5,8,5,1,3,7,8,6,0,0,0
01/18/16,28,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,5,0,0
01/17/16,97,0,0,0,0,2,8,12,9,9,11,9,10,3,2,1,2,0,0,0,0,0,1,15,3
01/16/16,60,3,2,7,7,7,1,0,5,1,2,0,1,22,0,0,2,0,0,0,0,0,0,0,0
01/15/16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6
01/14/16,48,7,6,5,3,1,2,0,0,1,0,0,0,0,0,0,4,6,4,1,3,1,0,1,3
01/13/16,82,6,2,3,3,9,3,15,3,19,9,3,3,2,0,0,0,0,0,0,0,0,0,0,2
01/12/16,107,0,0,0,0,0,1,1,4,4,5,8,8,6,4,10,11,9,8,8,8,4,1,3,4
01/11/16,22,0,0,0,0,0,0,1,0,1,1,2,0,1,4,2,1,0,0,0,2,6,1,0,0
01/10/16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/16,26,0,0,0,2,3,4,4,4,2,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0
01/04/16,45,0,0,0,0,0,0,0,0,0,0,0,0,22,9,5,3,2,1,2,0,0,1,0,0
01/03/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/15,37,0,0,0,0,0,0,3,7,7,5,4,4,1,1,2,0,1,1,1,0,0,0,0,0
12/28/15,7,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,6,4,4,5,4,1,1
12/26/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/25/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/24/15,9,0,2,1,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
12/23/15,96,1,2,2,1,1,18,4,19,0,4,11,0,7,2,0,3,4,0,6,2,1,0,2,6
12/22/15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14,11,0,0,4,0,1,3
12/21/15,106,12,7,4,5,8,12,13,16,9,7,3,2,1,1,0,0,0,0,0,3,1,0,0,2
12/20/15,61,0,0,0,1,0,1,3,1,2,1,1,0,2,0,13,0,0,0,2,2,2,1,12,17
12/19/15,14,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1
12/18/15,35,12,5,1,0,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,3,0,4
12/17/15,257,9,6,2,5,9,15,13,11,9,12,8,6,6,12,15,14,22,24,19,14,14,3,3,6
12/16/15,17,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,7
12/15/15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3
12/14/15,6,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
12/13/15,48,1,2,0,0,0,3,1,1,0,0,0,1,1,6,5,10,9,3,3,0,1,0,1,0
12/12/15,92,0,0,0,0,0,1,0,0,3,9,18,11,6,7,10,19,7,0,0,0,0,0,1,0
12/11/15,120,1,0,0,0,0,0,0,1,5,3,6,2,3,10,32,26,15,11,4,1,0,0,0,0
12/10/15,76,4,15,3,6,15,3,10,3,1,0,0,2,1,0,6,1,0,0,0,0,0,1,4,1
12/09/15,34,7,4,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/15,185,1,0,0,1,0,0,4,6,5,6,13,5,13,24,17,8,11,6,2,2,9,10,22,20
12/07/15,295,9,12,7,5,16,20,24,32,49,55,29,26,8,3,0,0,0,0,0,0,0,0,0,0
12/06/15,84,2,7,3,1,0,4,5,7,1,0,0,0,0,0,0,0,3,4,4,7,2,7,13,14
12/05/15,49,0,0,0,0,0,1,2,5,6,3,3,2,1,1,0,0,0,0,0,2,8,6,3,6
12/04/15,43,5,13,1,11,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12/03/15,60,8,12,6,0,2,2,0,0,0,0,1,1,0,0,0,2,3,1,1,3,8,8,1,1
12/02/15,46,8,4,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,16
12/01/15,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,12,15,15,13,14
11/30/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11/29/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/28/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/27/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/26/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/24/15,35,6,9,9,6,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/23/15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,8,10,10,5
11/22/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/21/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/20/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/19/15,66,11,4,7,8,9,8,4,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
11/18/15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,8,7,11
11/17/15,98,5,3,3,0,0,0,0,0,1,2,0,1,5,6,5,14,11,35,5,1,0,0,0,1
11/16/15,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,15,15,12,7,7
11/15/15,35,0,0,2,5,7,8,3,0,0,0,0,0,2,0,6,0,1,0,0,0,1,0,0,0
11/14/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/13/15,12,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1
11/12/15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,1,0,1,0,0
11/11/15,17,0,0,0,11,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
11/10/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11/09/15,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/08/15,27,0,1,0,0,0,0,0,0,0,0,0,0,0,5,8,8,1,1,3,0,0,0,0,0
11/07/15,61,0,0,0,0,0,0,0,0,0,0,6,21,5,11,1,10,3,0,0,0,1,2,1,0
11/06/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11/02/15,7,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
11/01/15,57,0,1,6,29,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,7,2,4,1,0
10/31/15,242,10,8,1,0,3,2,1,0,0,0,0,6,54,37,60,20,18,17,5,0,0,0,0,0
10/30/15,67,0,1,14,4,0,0,2,3,1,2,2,0,0,0,0,0,0,1,10,13,0,1,13,0
10/29/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/15,38,0,0,0,2,6,10,10,1,0,1,2,0,0,0,0,0,2,3,1,0,0,0,0,0
10/27/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/26/15,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10/25/15,85,0,0,0,0,0,0,0,0,0,10,14,13,18,11,17,0,1,0,0,0,1,0,0,0
10/24/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/23/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/22/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10/19/15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10/18/15,11,0,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/17/15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10/16/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/15,35,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,1,16,2,0,0,0,0
10/09/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/08/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/07/15,10,0,0,0,0,0,1,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/06/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/05/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/04/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/01/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/30/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/29/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/28/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/27/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/26/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/25/15,35,0,0,0,0,0,0,0,5,16,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0
09/24/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/23/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/22/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/21/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/20/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/19/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/18/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/17/15,32,0,0,4,6,5,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09/16/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/15/15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
09/14/15,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
09/13/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/12/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/11/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/10/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/08/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/07/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/06/15,6,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
09/05/15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
09/04/15,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3,0,0,0,0,0,0
09/03/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
09/02/15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/01/15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
08/31/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/30/15,59,17,11,3,0,0,0,1,5,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0
08/29/15,34,0,0,1,23,4,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
08/28/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/27/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/26/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/25/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/24/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/23/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/22/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/21/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/20/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/19/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/18/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/17/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/16/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/15/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/14/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/13/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/12/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/11/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/10/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/08/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/06/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/31/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/30/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/29/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/28/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
